"country_name","timeperiod","v2x_libdem","pandem","panback","Type1","Type2","Type3","Type4","Type5","Type6","Type7","discrim","ndrights","merepfact","merepgov","merepoth","meinf","mevhar","mephar","govdis","pomviol","emlimit","emlaw","emstart","emend","emlimitdate","emlawapp","emlegapp","leglimit","legdisdate","legresdate","melim","melimstart","melimend","subvar","milinv","time","emname","misclimit"
"Colombia","Mar-Jun",0.503,0.1,0.0999964,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,1,NA,NA,NA
"Colombia","Jul-Sep",0.503,0.1,0.0999964,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,1,NA,NA,NA
"Costa Rica","Mar-Sep",0.816,0.15,0.075072,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"2020-03-16",NA,NA,0,0,2,NA,NA,0,NA,NA,1,0,"2020-09-08","Ley Nacional de Emergencias y Prevención del Riesgo (Ley 8488 del 22 de noviembre de 2005)","Costa Rica established a Vehicle Restriction Schedule, that limits when vehicles can circulate according to the license plate ending number."
"Costa Rica","Mar-Jun",0.816,0.15,0.0900864,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Costa Rica","Jul-Sep",0.816,0.1,0.0600576,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Croatia","Mar-Sep",0.545,0.1,0.049595,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,"2020-03-23","2020-05-11",NA,0,0,2,NA,NA,0,NA,NA,0,0,"2020-09-03","Zakon o sustavu civilne zaštite",NA
"Croatia","Mar-Jun",0.545,0.1,0.09919,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Croatia","Jul-Sep",0.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Cuba","Mar-Sep",0.09,0.3,0.09828,0,0,1,2,0,0,3,0,0,1,1,0,0,0,0,0,1,0,4,"2020-05-12",NA,NA,0,0,2,NA,NA,0,NA,NA,2,0,"2020-09-22","Decreto 139 de 22 de febrero de 1988 “Reglamento de la Ley de la Salud Pública”",NA
"Cuba","Mar-Jun",0.09,0.3,0.09828,0,0,1,2,0,0,3,0,0,1,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Cuba","Jul-Sep",0.09,0.3,0.09828,0,0,1,2,0,0,3,0,0,1,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Czech Republic","Mar-Sep",0.697,0.05,0.0211191,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,"2020-03-13","2020-05-17","2020-05-17",1,1,2,NA,NA,0,NA,NA,1,1,"2020-09-04","Constitutional Act of Law No. 110/1998, Crisis Act No. 240/2000",NA
"Czech Republic","Mar-Jun",0.697,0.05,0.0422382,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,1,NA,NA,NA
"Czech Republic","Jul-Sep",0.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Democratic Republic of the Congo","Mar-Sep",0.139,0.5,0.1795185,0,0,2,0,3,2,3,0,0,0,1,1,0,0,1,2,2,1,1,"2020-03-25","2020-07-22","2020-04-25",1,1,4,"2020-03-18","2020-04-05",0,NA,NA,2,0,"2020-09-09","Constitution (2005), articles 85, 86, 144, 145.


",NA
"Democratic Republic of the Congo","Mar-Jun",0.139,0.45,0.2154222,0,0,2,0,3,1,3,0,0,0,1,1,0,0,1,1,2,1,NA,NA,NA,NA,NA,NA,4,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Democratic Republic of the Congo","Jul-Sep",0.139,0.3,0.1436148,0,0,1,0,0,2,3,0,0,0,1,1,0,0,1,2,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Denmark","Mar-Sep",0.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,"2020-03-17",NA,"2021-03-31",1,1,0,NA,NA,0,NA,NA,0,0,"2020-09-03","Act no. 133 of 12 March 2020 amending the Danish on Measures against Infectious and Other Communicable Diseases (Expansion of measures to prevent and contain contamination and to secure capacity resources, etc.)",NA
"Denmark","Mar-Jun",0.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Denmark","Jul-Sep",0.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Dominican Republic","Mar-Sep",0.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"2020-03-19",NA,"2020-10-18",1,1,0,NA,NA,0,NA,NA,0,1,"2020-09-21","Constitution Article 262 and Law nº 21-18","Presidential and legislative elections were postponed from May 17 to July 5 and were held amid the pandemic."
"Dominican Republic","Mar-Jun",0.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,1,NA,NA,NA
"Dominican Republic","Jul-Sep",0.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,1,NA,NA,NA
"Ecuador","Mar-Sep",0.502,0.1,0.0999984,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,"2020-03-16","2020-09-13","2020-09-13",0,0,2,NA,NA,0,NA,NA,2,1,"2020-09-08","Ley de Seguridad Publica y Del Estado",NA
"Ecuador","Mar-Jun",0.502,0.1,0.0999984,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,1,NA,NA,NA
"Ecuador","Jul-Sep",0.502,0.1,0.0999984,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,1,NA,NA,NA
"Egypt","Mar-Sep",0.126,0.35,0.1541736,0,3,1,0,0,0,3,0,1,1,1,0,2,0,1,0,1,1,1,NA,NA,NA,1,1,0,"2020-03-23","2020-04-29",2,NA,NA,0,0,"2020-06-20",NA,NA
"Egypt","Mar-Jun",0.126,0.35,0.1541736,0,3,1,0,0,0,3,0,1,1,1,0,2,0,1,0,1,1,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,0,NA,NA,NA
"Egypt","Jul-Sep",0.126,0.35,0.1541736,0,3,1,0,0,0,3,0,1,1,1,0,2,0,0,0,1,1,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,0,NA,NA,NA
"El Salvador","Mar-Sep",0.437,0.55,0.492062,0,3,2,0,2,1,3,0,1,1,1,1,2,1,0,1,2,1,1,"2020-03-14","2020-06-15","2020-06-15",1,1,3,NA,NA,2,"2020-03-29","2020-03-31",0,1,"2020-09-21","Ley de Protección Civil, Prevención y Mitigación de Desastres (Chapter II), Constitution (Articles 29 and 30)",NA
"El Salvador","Mar-Jun",0.437,0.55,0.5412682,0,3,2,0,2,1,3,0,1,1,1,1,2,1,0,1,2,1,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,1,NA,NA,NA
"El Salvador","Jul-Sep",0.437,0.45,0.4428558,0,3,2,0,0,1,3,0,1,1,1,0,2,1,0,1,2,1,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,1,NA,NA,NA
"Eritrea","Mar-Sep",0.012,0.3,0.0142272,0,3,0,0,0,0,3,0,1,1,1,1,0,0,0,0,0,NA,5,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,1,"2020-08-31",NA,NA
"Eritrea","Mar-Jun",0.012,0.3,0.0142272,0,3,0,0,0,0,3,0,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,1,NA,NA,NA
"Eritrea","Jul-Sep",0.012,0.3,0.0142272,0,3,0,0,0,0,3,0,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,1,NA,NA,NA
"Ethiopia","Mar-Sep",0.176,0.25,0.145024,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,1,1,"2020-04-08","2020-09-08","2020-09-08",1,1,3,NA,NA,2,"2020-04-08","2020-09-08",2,0,"2020-09-01","Constitution of Ethiopia (Section 93)","Elections are postponed from august until september, causing upstir."
"Ethiopia","Mar-Jun",0.176,0.25,0.145024,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,0,NA,NA,NA
"Ethiopia","Jul-Sep",0.176,0.25,0.145024,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,0,NA,NA,NA
"Finland","Mar-Sep",0.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"2020-03-16","2020-06-16","2020-06-16",1,1,0,NA,NA,0,NA,NA,0,0,"2020-09-03","Emergency Powers Act",NA
"Finland","Mar-Jun",0.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Finland","Jul-Sep",0.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"France","Mar-Sep",0.783,0.1,0.0509733,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,"2020-03-23","2020-07-10","2020-05-24",1,1,2,NA,NA,0,NA,NA,1,0,"2020-09-02","Public Health Code (updated on March 2020 to adjust to states of health emergency)",NA
"France","Mar-Jun",0.783,0.1,0.0679644,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"France","Jul-Sep",0.783,0.05,0.0339822,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Gabon","Mar-Sep",0.2,0.25,0.144,0,0,0,0,0,2,3,0,0,0,1,1,2,0,0,2,0,1,1,"2020-04-10",NA,"2020-04-25",1,1,2,NA,NA,0,NA,NA,1,0,"2020-09-17","Constitution:
article 47 (pertenant to the new law that gives the government similar powers as a state of emergency after May 11)
article 25 on the state of emergency (from April 10 till May 11)
",NA
"Gabon","Mar-Jun",0.2,0.2,0.128,0,0,0,0,0,1,3,0,0,0,1,1,2,0,0,1,0,1,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Gabon","Jul-Sep",0.2,0.25,0.16,0,0,0,0,0,2,3,0,0,0,1,1,2,0,0,2,0,1,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Georgia","Mar-Sep",0.504,0.1,0.0499968,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,"2020-03-21","2020-05-22","2020-05-22",1,1,1,NA,NA,0,NA,NA,1,1,"2020-09-04","Constitution (Article 71(3) and (4)),  Law on State of Emergency (Article 2(3))",NA
"Georgia","Mar-Jun",0.504,0.1,0.0999936,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,1,NA,NA,NA
"Georgia","Jul-Sep",0.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Germany","Mar-Sep",0.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,2,0,"2020-09-03",NA,NA
"Germany","Mar-Jun",0.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Germany","Jul-Sep",0.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Ghana","Mar-Sep",0.608,0.3,0.1906688,0,0,1,0,2,0,3,0,0,0,1,1,1,1,1,0,1,1,4,"2020-03-23",NA,NA,0,0,3,NA,NA,0,NA,NA,2,1,"2020-09-02","The Imposition of Restrictions Act (Act 1012)","The new act is a problem for privacy, as it grants the government wide powers to intercept communication and the services of the network provider at the disposal of the state for mass dissemination of information."
"Ghana","Mar-Jun",0.608,0.3,0.2860032,0,0,1,0,2,0,3,0,0,0,1,1,1,1,1,0,1,1,NA,NA,NA,NA,NA,NA,3,NA,NA,0,NA,NA,NA,1,NA,NA,NA
"Ghana","Jul-Sep",0.608,0.1,0.0953344,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,3,NA,NA,0,NA,NA,NA,1,NA,NA,NA
"Greece","Mar-Sep",0.762,0.25,0.1632204,3,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,1,1,4,"2020-03-23",NA,"2020-04-06",1,1,1,NA,NA,0,NA,NA,1,0,"2020-09-08","Constitution, art 44, ''Act of Legislative order'' (1)


1. Under extraordinary circumstances of an urgent and unforeseeable need, the President of the Republic may, upon the proposal of the Cabinet, issue acts of legislative content. Such acts shall be submitted to Parliament for ratification, as specified in the provisions of article 72 paragraph 1, within forty days of their issuance or within forty days from the convocation of a parliamentary session. Should such acts not be submitted to Parliament within the above time-limits or if they should not be ratified by Parliament within three months of their submission, they will henceforth cease to be in force.",NA
"Greece","Mar-Jun",0.762,0.25,0.181356,3,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Greece","Jul-Sep",0.762,0.2,0.1450848,3,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Guatemala","Mar-Sep",0.396,0.25,0.2152656,0,0,1,0,0,1,3,0,0,0,0,0,2,1,1,1,1,1,3,"2020-03-06",NA,"2020-10-05",1,1,2,NA,NA,0,NA,NA,0,1,"2020-09-23","Constitution Articles 138, 139 and 183f and Decree nº 7 (Ley de Orden Publico)",NA
"Guatemala","Mar-Jun",0.396,0.25,0.239184,0,0,1,0,0,1,3,0,0,0,0,0,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,1,NA,NA,NA
"Guatemala","Jul-Sep",0.396,0.2,0.1913472,0,0,0,0,0,1,3,0,0,0,0,0,2,1,1,1,0,1,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,1,NA,NA,NA
"Guinea","Mar-Sep",0.166,0.1,0.0553776,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,"2020-03-27",NA,"2020-04-27",1,1,2,NA,NA,0,NA,NA,1,0,"2020-09-11","Constitution (2010), article 90;
Loi organique No. L/1991/016 du 1991 relative à l'état d'urgence et a l'état de siège",NA
"Guinea","Mar-Jun",0.166,0.1,0.0553776,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Guinea","Jul-Sep",0.166,0.1,0.0553776,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Haiti","Mar-Sep",0.239,0.3,0.2182548,0,0,0,0,3,0,3,0,0,1,1,0,1,1,1,0,0,1,2,"2020-03-19","2020-07-20","2020-04-19",1,0,5,NA,NA,0,NA,NA,0,0,"2020-09-01","'ARRETE DU 19 MARS 2020 DECLARANT L'ETAT D'URGENCE SANITAIRE SUR TOUTE L'ETENDUE DU TERRITOIRE''",NA
"Haiti","Mar-Jun",0.239,0.3,0.2182548,0,0,0,0,3,0,3,0,0,1,1,0,1,1,1,0,0,1,NA,NA,NA,NA,NA,NA,5,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Haiti","Jul-Sep",0.239,0.3,0.2182548,0,0,0,0,3,0,3,0,0,1,1,0,1,1,1,0,0,1,NA,NA,NA,NA,NA,NA,5,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Honduras","Mar-Sep",0.195,0.25,0.156975,0,0,2,0,0,0,3,0,0,1,1,1,1,0,0,0,2,1,2,"2020-03-16","2020-09-06","2020-09-06",1,1,2,NA,NA,2,"2020-03-16","2020-03-21",2,1,"2020-09-17","Constitution Article 187","The president tested positive for covid-19"
"Honduras","Mar-Jun",0.195,0.25,0.156975,0,0,2,0,0,0,3,0,0,1,1,1,1,0,0,0,2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,1,NA,NA,NA
"Honduras","Jul-Sep",0.195,0.25,0.156975,0,0,2,0,0,0,3,0,0,1,1,0,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,1,NA,NA,NA
"Hong Kong","Mar-Sep",0.255,0.15,0.113985,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,4,"2020-03-29",NA,"2020-09-24",0,0,0,NA,NA,0,NA,NA,0,0,"2020-09-18","599G Prevention and Control of Disease (Prohibition on Group Gathering) Regulation",NA
"Hong Kong","Mar-Jun",0.255,0.15,0.113985,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Hong Kong","Jul-Sep",0.255,0.15,0.113985,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"Hungary","Mar-Sep",0.402,0.3,0.1923168,0,0,0,1,2,0,3,0,0,0,0,0,2,1,0,0,0,1,1,"2020-03-11","2020-06-17",NA,1,1,3,NA,NA,2,"2020-03-30","2020-06-17",0,1,"2020-09-04","Fundamental Law of Hungary (Article 53)","postponed elections"
"Hungary","Mar-Jun",0.402,0.3,0.2884752,0,0,0,1,2,0,3,0,0,0,0,0,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,1,NA,NA,NA
"Hungary","Jul-Sep",0.402,0.1,0.0961584,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"India","Mar-Sep",0.364,0.6,0.5556096,1,3,2,0,3,0,3,1,1,1,1,1,2,1,1,0,2,1,3,"2020-03-24",NA,"2020-04-14",1,1,4,"2020-03-23","2020-09-14",1,"2020-03-24",NA,2,0,"2020-06-24","National Disaster Management Act 2010","1"
"India","Mar-Jun",0.364,0.6,0.5556096,1,3,2,0,3,0,3,1,1,1,1,1,2,1,1,0,2,1,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,0,NA,NA,NA
"India","Jul-Sep",0.364,0.6,0.5556096,1,3,2,0,3,0,3,1,1,1,1,1,2,0,1,0,2,1,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,0,NA,NA,NA
"Indonesia","Mar-Sep",0.494,0.25,0.1999712,0,0,0,1,0,1,3,0,0,1,1,1,2,0,0,1,0,1,2,"2020-03-31","2020-05-29",NA,0,0,2,NA,NA,0,NA,NA,1,1,"2020-06-17","Article 12: State of emergency





Health Quarantine Law",NA
"Indonesia","Mar-Jun",0.494,0.2,0.1999712,0,0,0,1,0,0,3,0,0,1,1,1,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,1,NA,NA,NA
