"country_name","Quarter","Type1","Type2","Type3","Type4","Type5","Type6","Type7","v2x_libdem","v2x_regime","pandem","panback","discrim","ndrights","merepfact","merepgov","merepoth","meinf","mevhar","mephar","govdis","pomviol","milinv","leglimit","melim","emlimit"
"Greece","Q4",3,0,1,0,0,0,3,0.762,2,0.35,0.2538984,3,0,0,0,0,1,1,1,0,1,0,1,0,1
"Greece","Summary",3,0,1,0,0,0,3,0.762,2,0.35,0.2055368,3,0,0,0,0,1,1,1,0,1,0,1,0,1
"Guatemala","Q2",0,0,1,0,0,1,3,0.396,2,0.25,0.239184,0,0,0,0,0,2,1,1,1,1,1,2,0,1
"Guatemala","Q3",0,0,0,0,0,1,3,0.396,2,0.2,0.1913472,0,0,0,0,0,2,1,1,1,0,1,2,0,1
"Guatemala","Q4",0,0,0,0,0,1,3,0.396,2,0.2,0.1913472,0,0,0,0,0,2,1,1,1,0,1,2,0,1
"Guatemala","Summary",0,0,1,0,0,1,3,0.396,2,0.25,0.2072928,0,0,0,0,0,2,1,1,1,1,1,2,0,1
"Guinea","Q2",0,0,2,0,0,0,3,0.166,1,0.25,0.138444,0,0,0,0,0,0,1,1,0,2,1,2,0,1
"Guinea","Q3",0,0,2,0,0,0,0,0.166,1,0.1,0.0553776,0,0,0,0,0,0,0,0,0,2,1,2,0,1
"Guinea","Q4",0,0,2,0,0,0,0,0.166,1,0.1,0.0553776,0,0,0,0,0,0,0,0,0,2,1,2,0,1
"Guinea","Summary",0,0,2,0,0,0,3,0.166,1,0.25,0.0830664,0,0,0,0,0,0,1,1,0,2,1,2,0,1
"Haiti","Q2",0,0,1,0,3,0,3,0.239,1,0.35,0.2546306,0,0,1,1,0,2,1,1,0,1,0,5,0,1
"Haiti","Q3",0,0,1,0,3,0,3,0.239,1,0.35,0.2546306,0,0,1,1,0,1,1,1,0,1,0,5,0,1
"Haiti","Q4",0,0,1,0,3,0,3,0.239,1,0.35,0.2546306,0,0,1,1,0,1,1,1,0,1,0,5,0,NA
"Haiti","Summary",0,0,1,0,3,0,3,0.239,1,0.35,0.2546306,0,0,1,1,0,2,1,1,0,1,0,5,0,1
"Honduras","Q2",0,0,2,0,0,0,3,0.195,1,0.25,0.156975,0,0,1,1,1,1,0,0,0,2,1,2,2,1
"Honduras","Q3",0,0,2,0,0,0,3,0.195,1,0.25,0.156975,0,0,1,1,0,0,0,0,0,2,1,2,0,1
"Honduras","Q4",0,0,2,0,0,0,3,0.195,1,0.25,0.156975,0,0,1,1,0,0,0,0,0,2,1,2,0,1
"Honduras","Summary",0,0,2,0,0,0,3,0.195,1,0.25,0.156975,0,0,1,1,1,1,0,0,0,2,1,2,2,1
"Hong Kong","Q2",0,0,0,0,0,0,3,0.255,0,0.15,0.113985,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"Hong Kong","Q3",0,0,0,0,0,0,3,0.255,0,0.15,0.113985,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"Hong Kong","Q4",0,0,0,0,0,0,3,0.255,0,0.15,0.113985,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"Hong Kong","Summary",0,0,0,0,0,0,3,0.255,0,0.15,0.113985,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"Hungary","Q2",0,0,0,1,2,0,3,0.402,1,0.3,0.2884752,0,0,1,1,0,2,1,0,0,0,1,3,2,0
"Hungary","Q3",0,0,0,0,0,0,3,0.402,1,0.15,0.1442376,0,0,1,1,0,2,1,0,0,0,0,2,0,1
"Hungary","Q4",0,0,0,0,2,0,3,0.402,1,0.25,0.240396,0,0,1,1,0,2,1,0,0,0,1,3,2,1
"Hungary","Summary",0,0,0,1,2,0,3,0.402,1,0.3,0.2243696,0,0,1,1,0,2,1,0,0,0,1,3,2,0
"India","Q2",1,3,2,0,3,0,3,0.364,2,0.6,0.5556096,1,1,1,1,0,2,1,1,0,2,0,4,1,1
"India","Q3",1,0,2,0,3,0,3,0.364,2,0.45,0.4167072,1,0,1,1,0,2,0,1,0,2,0,4,0,NA
"India","Q4",1,0,2,0,0,0,3,0.364,2,0.3,0.2778048,1,0,1,1,0,2,0,0,0,2,0,0,0,NA
"India","Summary",1,3,2,0,3,0,3,0.364,2,0.6,0.4167072,1,1,1,1,0,2,1,1,0,2,0,4,1,1
"Indonesia","Q2",0,0,0,1,0,0,3,0.494,2,0.2,0.1999712,0,0,1,1,1,2,0,0,0,0,1,2,0,0
"Indonesia","Q3",0,0,0,0,0,1,3,0.494,2,0.2,0.1999712,0,0,1,1,1,2,0,0,1,0,1,0,0,NA
"Indonesia","Q4",0,0,0,0,0,0,3,0.494,2,0.15,0.1499784,0,0,1,1,1,2,0,0,0,0,1,0,0,NA
"Indonesia","Summary",0,0,0,1,0,1,3,0.494,2,0.2,0.183306933333333,0,0,1,1,1,2,0,0,1,0,1,2,0,0
"Iran","Q2",0,0,2,0,0,0,3,0.144,1,0.25,0.123264,0,0,1,1,1,2,1,1,0,2,1,0,1,NA
"Iran","Q3",0,0,0,0,0,0,3,0.144,1,0.15,0.0739584,0,0,1,1,1,2,1,1,0,0,1,0,1,NA
"Iran","Q4",0,0,0,0,0,0,3,0.144,1,0.15,0.0739584,0,0,1,1,1,2,1,1,0,0,1,0,1,NA
"Iran","Summary",0,0,2,0,0,0,3,0.144,1,0.25,0.0903936,0,0,1,1,1,2,1,1,0,2,1,0,1,NA
"Iraq","Q2",0,0,0,0,0,0,3,0.24,1,0.15,0.10944,0,0,1,1,0,1,1,1,0,0,0,0,0,NA
"Iraq","Q3",0,0,0,0,0,0,3,0.24,1,0.15,0.10944,0,0,1,1,0,1,1,1,0,0,0,0,0,NA
"Iraq","Q4",0,0,0,0,0,0,3,0.24,1,0.15,0.10944,0,0,1,1,0,1,1,1,0,0,0,0,0,NA
"Iraq","Summary",0,0,0,0,0,0,3,0.24,1,0.15,0.10944,0,0,1,1,0,1,1,1,0,0,0,0,0,NA
"Ireland","Q2",0,0,0,0,0,0,0,0.799,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ireland","Q3",0,0,0,0,0,0,0,0.799,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ireland","Q4",0,0,0,0,0,0,0,0.799,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ireland","Summary",0,0,0,0,0,0,0,0.799,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Israel","Q2",0,0,1,0,0,0,0,0.574,3,0.05,0.0489048,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"Israel","Q3",0,0,1,0,0,0,0,0.574,3,0.05,0.0489048,0,0,0,0,0,0,0,0,0,1,1,2,0,1
"Israel","Q4",0,0,1,0,0,0,0,0.574,3,0.05,0.0489048,0,0,0,0,0,0,0,0,0,1,1,2,0,1
"Israel","Summary",0,0,1,0,0,0,0,0.574,3,0.05,0.0489048,0,0,0,0,0,0,0,0,0,1,1,2,0,1
"Italy","Q2",0,0,1,0,0,0,1,0.772,3,0.1,0.0704064,0,0,0,0,0,1,0,0,0,1,1,0,0,1
"Italy","Q3",0,0,0,0,0,0,0,0.772,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Italy","Q4",0,0,0,0,0,0,0,0.772,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Italy","Summary",0,0,1,0,0,0,1,0.772,3,0.1,0.0234688,0,0,0,0,0,1,0,0,0,1,1,0,0,1
"Ivory Coast","Q2",0,0,0,0,0,0,3,0.375,2,0.15,0.140625,0,0,1,1,0,0,0,0,0,0,0,2,0,1
"Ivory Coast","Q3",0,0,0,0,0,0,3,0.375,2,0.15,0.140625,0,0,1,1,0,0,0,0,0,0,0,2,0,1
"Ivory Coast","Q4",0,0,0,0,0,0,3,0.375,2,0.15,0.140625,0,0,1,1,0,0,0,0,0,0,0,2,0,1
"Ivory Coast","Summary",0,0,0,0,0,0,3,0.375,2,0.15,0.140625,0,0,1,1,0,0,0,0,0,0,0,2,0,1
"Jamaica","Q2",0,0,0,2,0,0,0,0.69,2,0.1,0.08556,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Jamaica","Q3",0,0,0,2,0,0,0,0.69,2,0.1,0.08556,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Jamaica","Q4",0,0,0,2,0,0,0,0.69,2,0.1,0.08556,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Jamaica","Summary",0,0,0,2,0,0,0,0.69,2,0.1,0.08556,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Japan","Q2",0,0,0,0,0,0,1,0.736,3,0.05,0.0388608,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Japan","Q3",0,0,0,0,0,0,1,0.736,3,0.05,0.0388608,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
"Japan","Q4",0,0,0,0,0,0,1,0.736,3,0.05,0.0388608,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
"Japan","Summary",0,0,0,0,0,0,1,0.736,3,0.05,0.0388608,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Jordan","Q2",0,0,0,0,2,0,3,0.254,0,0.25,0.189484,0,0,1,1,1,0,1,1,0,0,1,3,1,1
"Jordan","Q3",0,0,1,2,2,0,3,0.254,0,0.4,0.3031744,0,0,1,1,1,0,1,1,0,1,1,3,1,0
"Jordan","Q4",0,0,0,2,2,0,3,0.254,0,0.35,0.2652776,0,0,1,1,1,0,1,1,0,0,1,3,1,0
"Jordan","Summary",0,0,1,2,2,0,3,0.254,0,0.4,0.252645333333333,0,0,1,1,1,0,1,1,0,1,1,3,1,0
"Kazakhstan","Q2",0,3,0,0,0,0,3,0.116,1,0.3,0.1230528,0,1,1,1,0,1,0,1,0,0,1,2,0,1
"Kazakhstan","Q3",0,0,0,2,0,0,3,0.116,1,0.25,0.102544,0,0,1,1,0,0,0,0,0,0,0,2,0,0
"Kazakhstan","Q4",0,0,0,2,0,0,3,0.116,1,0.25,0.102544,0,0,1,1,0,0,0,0,0,0,0,2,0,0
"Kazakhstan","Summary",0,3,0,2,0,0,3,0.116,1,0.3,0.109380266666667,0,1,1,1,0,1,0,1,0,0,1,2,0,0
"Kenya","Q2",0,0,3,0,0,0,3,0.338,1,0.3,0.2685072,0,0,1,1,1,2,1,1,0,3,0,2,1,1
"Kenya","Q3",0,0,3,0,0,0,3,0.338,1,0.3,0.2685072,0,0,1,1,1,2,1,1,0,3,0,2,1,1
"Kenya","Q4",0,0,3,0,0,0,3,0.338,1,0.3,0.2685072,0,0,1,1,1,2,1,1,0,3,0,2,1,1
"Kenya","Summary",0,0,3,0,0,0,3,0.338,1,0.3,0.2685072,0,0,1,1,1,2,1,1,0,3,0,2,1,1
"Kuwait","Q2",1,0,1,0,2,0,0,0.295,0,0.2,0.16638,1,0,0,0,0,0,0,0,0,1,1,3,0,NA
"Kuwait","Q3",1,0,0,0,2,0,0,0.295,0,0.15,0.124785,1,0,0,0,0,0,0,0,0,0,1,3,0,NA
"Kuwait","Q4",1,0,0,0,2,0,0,0.295,0,0.15,0.124785,1,0,0,0,0,0,0,0,0,0,1,3,0,NA
"Kuwait","Summary",1,0,1,0,2,0,0,0.295,0,0.2,0.13865,1,0,0,0,0,0,0,0,0,1,1,3,0,NA
"Kyrgyzstan","Q2",0,3,0,2,0,0,3,0.315,1,0.4,0.34524,0,1,1,1,1,2,0,0,0,0,1,0,0,0
"Kyrgyzstan","Q3",0,0,0,2,0,0,3,0.315,1,0.25,0.215775,0,0,1,1,0,2,0,0,0,0,0,0,0,0
"Kyrgyzstan","Q4",0,0,0,2,0,0,3,0.315,1,0.25,0.215775,0,0,1,1,0,2,0,0,0,0,0,0,0,0
"Kyrgyzstan","Summary",0,3,0,2,0,0,3,0.315,1,0.4,0.25893,0,1,1,1,1,2,0,0,0,0,1,0,0,0
"Laos","Q2",0,0,0,2,0,0,3,0.095,0,0.25,0.085975,0,0,1,1,1,2,0,0,0,0,1,0,3,0
"Laos","Q3",0,0,0,2,0,0,3,0.095,0,0.25,0.085975,0,0,1,1,1,2,0,0,0,0,1,0,3,0
"Laos","Q4",0,0,0,2,0,0,3,0.095,0,0.25,0.085975,0,0,1,1,1,2,0,0,0,0,1,0,3,0
"Laos","Summary",0,0,0,2,0,0,3,0.095,0,0.25,0.085975,0,0,1,1,1,2,0,0,0,0,1,0,3,0
"Lebanon","Q2",3,0,2,0,0,0,0,0.29,1,0.25,0.2059,3,0,0,0,0,0,0,0,0,2,1,2,0,1
"Lebanon","Q3",3,0,0,0,0,0,0,0.29,1,0.15,0.12354,3,0,0,0,0,0,0,0,0,0,1,2,0,1
"Lebanon","Q4",3,0,0,0,0,0,0,0.29,1,0.15,0.12354,3,0,0,0,0,0,0,0,0,0,1,2,0,1
"Lebanon","Summary",3,0,2,0,0,0,0,0.29,1,0.25,0.150993333333333,3,0,0,0,0,0,0,0,0,2,1,2,0,1
"Lesotho","Q2",0,0,1,0,3,0,0,0.465,2,0.2,0.19902,0,0,0,0,0,0,0,0,0,1,1,4,1,1
"Lesotho","Q3",0,0,0,0,0,0,0,0.465,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
"Lesotho","Q4",0,0,0,0,0,0,0,0.465,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
"Lesotho","Summary",0,0,1,0,3,0,0,0.465,2,0.2,0.06634,0,0,0,0,0,0,0,0,0,1,1,4,1,1
"Liberia","Q2",0,0,1,0,0,1,3,0.426,2,0.25,0.244524,0,0,1,1,1,2,1,1,1,1,1,2,1,1
"Liberia","Q3",0,0,0,0,0,0,3,0.426,2,0.15,0.1467144,0,0,1,1,1,2,0,0,0,0,1,2,1,1
"Liberia","Q4",0,0,0,2,0,0,3,0.426,2,0.25,0.244524,0,0,1,1,1,2,0,0,0,0,0,0,1,0
"Liberia","Summary",0,0,1,2,0,1,3,0.426,2,0.25,0.2119208,0,0,1,1,1,2,1,1,1,1,1,2,1,0
"Lithuania","Q2",0,0,0,2,0,0,0,0.732,2,0.1,0.0784704,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Lithuania","Q3",0,0,0,2,0,0,0,0.732,2,0.1,0.0784704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lithuania","Q4",0,0,0,2,0,0,0,0.732,2,0.1,0.0784704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lithuania","Summary",0,0,0,2,0,0,0,0.732,2,0.1,0.0784704,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Madagascar","Q2",0,0,1,0,0,2,3,0.313,1,0.3,0.2580372,0,0,1,1,1,2,0,1,2,1,1,2,3,1
"Madagascar","Q3",0,0,0,0,0,2,3,0.313,1,0.25,0.215031,0,0,1,1,1,2,0,0,2,0,1,2,3,1
"Madagascar","Q4",0,0,0,0,0,2,3,0.313,1,0.25,0.215031,0,0,1,1,1,2,0,0,2,0,1,2,3,1
"Madagascar","Summary",0,0,1,0,0,2,3,0.313,1,0.3,0.2293664,0,0,1,1,1,2,0,1,2,1,1,2,3,1
"Malawi","Q2",0,0,0,2,0,0,0,0.424,1,0.1,0.0976896,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Malawi","Q3",0,0,0,2,0,0,0,0.424,1,0.1,0.0976896,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Malawi","Q4",0,0,0,2,0,0,0,0.424,1,0.1,0.0976896,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Malawi","Summary",0,0,0,2,0,0,0,0.424,1,0.1,0.0976896,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Malaysia","Q2",3,0,0,0,2,0,3,0.328,1,0.4,0.3526656,3,0,1,1,0,0,1,1,0,0,1,3,0,1
"Malaysia","Q3",3,0,0,0,2,0,3,0.328,1,0.4,0.3526656,3,0,1,1,0,0,1,1,0,0,1,3,0,1
"Malaysia","Q4",3,0,0,0,2,0,3,0.328,1,0.4,0.3526656,3,0,1,1,0,0,1,1,0,0,1,3,0,1
"Malaysia","Summary",3,0,0,0,2,0,3,0.328,1,0.4,0.3526656,3,0,1,1,0,0,1,1,0,0,1,3,0,1
"Mali","Q2",0,0,0,1,0,1,3,0.309,1,0.25,0.213519,0,0,0,1,0,0,1,1,1,0,0,2,0,0
"Mali","Q3",0,0,0,0,3,2,0,0.309,1,0.25,0.213519,0,0,0,0,0,0,0,0,2,0,0,5,0,NA
"Mali","Q4",0,0,0,0,3,2,0,0.309,1,0.25,0.213519,0,0,0,0,0,0,0,0,2,0,NA,5,0,NA
"Mali","Summary",0,0,0,1,3,2,3,0.309,1,0.25,0.213519,0,0,0,1,0,0,1,1,2,0,0,5,0,0
"Mauritania","Q2",0,0,1,2,0,1,3,0.161,1,0.35,0.1891106,0,0,0,1,0,0,0,1,1,1,1,2,0,0
"Mauritania","Q3",0,0,0,1,0,2,0,0.161,1,0.15,0.0810474,0,0,0,0,0,0,0,0,2,0,1,2,0,0
"Mauritania","Q4",0,0,0,0,0,2,0,0.161,1,0.1,0.0540316,0,0,0,0,0,0,0,0,2,0,0,0,0,NA
"Mauritania","Summary",0,0,1,2,0,2,3,0.161,1,0.35,0.1080632,0,0,0,1,0,0,0,1,2,1,1,2,0,0
"Mexico","Q2",0,0,2,0,2,2,1,0.486,2,0.35,0.3497256,0,0,0,0,0,1,0,0,2,2,0,3,0,1
"Mexico","Q3",0,0,2,2,0,2,1,0.486,2,0.35,0.3497256,0,0,0,0,0,1,0,0,2,2,0,0,0,0
"Mexico","Q4",0,0,2,2,0,2,1,0.486,2,0.35,0.3497256,0,0,0,0,0,1,0,0,2,2,0,0,0,0
"Mexico","Summary",0,0,2,2,2,2,1,0.486,2,0.35,0.3497256,0,0,0,0,0,1,0,0,2,2,0,3,0,0
"Moldova","Q2",0,0,0,0,0,0,3,0.445,2,0.15,0.148185,0,0,0,1,0,1,1,0,0,0,1,2,3,1
"Moldova","Q3",0,0,0,0,0,0,0,0.445,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
"Moldova","Q4",0,0,0,2,0,0,0,0.445,2,0.1,0.09879,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"Moldova","Summary",0,0,0,2,0,0,3,0.445,2,0.15,0.082325,0,0,0,1,0,1,1,0,0,0,1,2,3,0
"Mongolia","Q2",0,0,0,0,0,1,3,0.522,2,0.2,0.1996128,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"Mongolia","Q3",0,0,0,0,0,1,3,0.522,2,0.2,0.1996128,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"Mongolia","Q4",0,0,0,0,0,1,3,0.522,2,0.2,0.1996128,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"Mongolia","Summary",0,0,0,0,0,1,3,0.522,2,0.2,0.1996128,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"Morocco","Q2",0,0,1,0,0,1,3,0.256,0,0.25,0.190464,0,0,1,1,1,0,1,1,1,1,1,1,2,1
"Morocco","Q3",0,0,1,0,0,2,3,0.256,0,0.3,0.2285568,0,0,1,1,1,0,1,1,2,1,1,1,1,1
"Morocco","Q4",0,0,1,0,0,2,3,0.256,0,0.3,0.2285568,0,0,1,1,1,0,1,1,2,1,1,1,1,1
"Morocco","Summary",0,0,1,0,0,2,3,0.256,0,0.3,0.2158592,0,0,1,1,1,0,1,1,2,1,1,1,2,1
"Mozambique","Q2",0,0,2,0,0,0,3,0.269,1,0.25,0.196639,0,0,0,0,1,0,0,0,0,2,0,2,0,1
"Mozambique","Q3",0,0,2,0,0,0,3,0.269,1,0.25,0.196639,0,0,0,0,1,0,0,0,0,2,0,2,0,1
"Mozambique","Q4",0,0,0,2,0,0,3,0.269,1,0.25,0.196639,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Mozambique","Summary",0,0,2,2,0,0,3,0.269,1,0.25,0.196639,0,0,0,0,1,0,0,0,0,2,0,2,0,0
"Namibia","Q2",0,0,0,0,3,0,3,0.568,2,0.3,0.2944512,0,0,0,1,0,1,0,0,0,0,1,4,1,1
"Namibia","Q3",0,0,0,0,3,0,0,0.568,2,0.15,0.1472256,0,0,0,0,0,0,0,0,0,0,1,4,1,1
"Namibia","Q4",0,0,0,0,0,0,0,0.568,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"Namibia","Summary",0,0,0,0,3,0,3,0.568,2,0.3,0.1472256,0,0,0,1,0,1,0,0,0,0,1,4,1,1
"Nepal","Q2",0,0,1,2,2,0,3,0.464,2,0.4,0.3979264,0,0,0,1,0,0,1,1,0,1,1,3,0,0
"Nepal","Q3",0,0,1,2,2,0,3,0.464,2,0.4,0.3979264,0,0,0,1,0,0,1,1,0,1,1,3,0,0
"Nepal","Q4",0,0,0,2,2,0,3,0.464,2,0.35,0.3481856,0,0,0,1,0,0,1,1,0,0,0,3,0,0
"Nepal","Summary",0,0,1,2,2,0,3,0.464,2,0.4,0.381346133333333,0,0,0,1,0,0,1,1,0,1,1,3,0,0
"Netherlands","Q2",0,0,0,0,0,0,0,0.784,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Netherlands","Q3",0,0,0,0,0,0,0,0.784,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Netherlands","Q4",0,0,0,0,0,0,0,0.784,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Netherlands","Summary",0,0,0,0,0,0,0,0.784,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"New Zealand","Q2",0,0,0,0,0,0,0,0.815,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"New Zealand","Q3",0,0,0,0,0,0,0,0.815,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"New Zealand","Q4",0,0,0,0,0,0,0,0.815,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"New Zealand","Summary",0,0,0,0,0,0,0,0.815,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Nicaragua","Q2",0,0,0,0,0,3,3,0.058,1,0.3,0.0655632,0,0,1,1,0,2,1,0,3,0,0,0,0,NA
"Nicaragua","Q3",0,0,0,0,0,3,3,0.058,1,0.3,0.0655632,0,0,1,1,0,2,1,0,3,0,0,0,0,NA
"Nicaragua","Q4",0,0,0,0,0,3,3,0.058,1,0.3,0.0655632,0,0,1,1,0,2,1,0,3,0,0,0,0,NA
"Nicaragua","Summary",0,0,0,0,0,3,3,0.058,1,0.3,0.0655632,0,0,1,1,0,2,1,0,3,0,0,0,0,NA
"Niger","Q2",0,0,1,0,0,1,3,0.344,1,0.25,0.225664,0,0,1,1,0,1,1,1,1,1,0,2,0,1
"Niger","Q3",0,0,0,0,0,2,3,0.344,1,0.25,0.225664,0,0,1,1,0,1,1,1,2,0,0,2,0,1
"Niger","Q4",0,0,0,0,0,2,3,0.344,1,0.25,0.225664,0,0,1,1,0,1,1,1,2,0,0,2,0,1
"Niger","Summary",0,0,1,0,0,2,3,0.344,1,0.25,0.225664,0,0,1,1,0,1,1,1,2,1,0,2,0,1
"Nigeria","Q2",0,0,3,0,0,0,3,0.339,1,0.3,0.2688948,0,0,1,1,1,2,1,1,0,3,1,2,0,1
"Nigeria","Q3",0,0,3,0,0,0,3,0.339,1,0.3,0.2688948,0,0,1,1,1,2,0,1,0,3,1,2,0,1
"Nigeria","Q4",0,0,3,0,0,0,3,0.339,1,0.3,0.2688948,0,0,1,1,1,2,0,1,0,3,1,2,0,1
"Nigeria","Summary",0,0,3,0,0,0,3,0.339,1,0.3,0.2688948,0,0,1,1,1,2,1,1,0,3,1,2,0,1
"North Korea","Q2",0,0,0,0,0,0,3,0.014,0,0.15,0.0082824,0,0,1,1,0,2,0,0,0,0,0,0,0,NA
"North Korea","Q3",0,0,0,0,0,0,3,0.014,0,0.15,0.0082824,0,0,1,1,0,2,0,0,0,0,0,0,0,NA
"North Korea","Q4",0,0,0,0,0,1,3,0.014,0,0.2,0.0110432,0,0,1,1,0,2,0,0,1,0,0,0,0,NA
"North Korea","Summary",0,0,0,0,0,1,3,0.014,0,0.2,0.00920266666666667,0,0,1,1,0,2,0,0,1,0,0,0,0,NA
"North Macedonia","Q2",1,0,0,2,3,0,0,0.432,2,0.3,0.2944512,1,0,0,0,0,0,0,0,0,0,1,4,0,0
"North Macedonia","Q3",0,0,0,2,3,0,0,0.432,2,0.25,0.245376,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"North Macedonia","Q4",0,0,0,2,0,0,0,0.432,2,0.1,0.0981504,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"North Macedonia","Summary",1,0,0,2,3,0,0,0.432,2,0.3,0.2126592,1,0,0,0,0,0,0,0,0,0,1,4,0,0
"Norway","Q2",0,0,0,0,0,0,0,0.825,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Norway","Q3",0,0,0,2,0,0,0,0.825,3,0.1,0.05775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Norway","Q4",0,0,0,2,0,0,0,0.825,3,0.1,0.05775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Norway","Summary",0,0,0,2,0,0,0,0.825,3,0.1,0.0385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oman","Q2",0,0,0,2,2,0,3,0.143,0,0.35,0.1715714,0,0,1,1,1,0,0,0,0,0,1,3,3,0
"Oman","Q3",0,0,0,2,2,0,3,0.143,0,0.35,0.1715714,0,0,1,1,1,0,0,0,0,0,1,3,3,0
"Oman","Q4",0,0,0,2,2,0,3,0.143,0,0.35,0.1715714,0,0,1,1,0,0,0,0,0,0,1,3,0,0
"Oman","Summary",0,0,0,2,2,0,3,0.143,0,0.35,0.1715714,0,0,1,1,1,0,0,0,0,0,1,3,3,0
"Pakistan","Q2",1,0,1,0,0,0,3,0.211,1,0.25,0.166479,1,0,1,1,0,0,0,1,0,1,1,0,0,NA
"Pakistan","Q3",0,0,1,0,0,0,3,0.211,1,0.2,0.1331832,0,0,1,1,0,0,0,1,0,1,1,0,0,NA
"Pakistan","Q4",0,0,0,0,0,0,3,0.211,1,0.15,0.0998874,0,0,1,1,0,0,0,1,0,0,0,0,0,NA
"Pakistan","Summary",1,0,1,0,0,0,3,0.211,1,0.25,0.1331832,1,0,1,1,0,0,0,1,0,1,1,0,0,NA
